Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Yearly_Customer,Monthly_Customer,Daily_Customer,Response
1976,0.9802610343740497,0,38663.41149742983,1,0,20,148,10,82,9,9,24,4,5,1,4,8,0,0,0,0,0,0,3,11,2012.980261034374,4.569086379690827,26.98026103437405,1
1977,1.274768983041453,2,92253.12422643759,0,0,37,861,144,834,84,125,20,0,5,9,6,2,0,0,1,1,0,0,3,11,2012.2747689830414,10.07661711870983,8.977541186544018,1
1973,2.0,0,86904.57032584498,0,0,92,900,103,821,120,97,42,1,5,5,9,2,0,0,0,0,0,0,3,11,2012.1437169965104,8.568849010468448,10.706547031405343,1
1975,0.8417519274684393,1,83210.6595233444,0,0,68,898,142,816,136,42,200,1,4,7,9,1,1,0,0,1,0,0,3,11,2013.1582480725315,2.474744217594682,8.575767347215955,1
1949,0.9538540869939737,0,49933.96545459087,0,1,4,509,7,214,30,46,41,4,9,4,6,7,0,0,0,0,0,0,3,11,2012.0922918260121,8.815416347975894,7.969064173126553,1
1961,0.002417779252518182,0,57090.813830997555,0,0,0,464,5,64,7,0,36,1,7,3,7,5,0,0,0,0,0,0,3,11,2013.9975822207475,6.002417779252518,14.98670221411115,1
1980,0.7294164914183336,1,42008.894084560074,0,0,43,200,39,165,33,31,44,4,6,1,7,6,0,0,0,0,0,0,3,11,2012.3647082457092,5.4470422800358325,14.447042280035832,1
1972,2.488312958247038,3,25728.740831211166,1,0,8,22,2,21,8,6,18,2,2,0,2,7,0,0,0,0,0,0,3,11,2012.488312958247,5.581809292270735,16.04674816701185,1
1968,0.0,2,39587.995943307535,1,0,48,156,6,124,9,20,39,5,6,1,4,8,0,0,0,0,0,0,3,11,2012.0,10.666816914535683,14.66704228633921,1
1992,0.5105616929531029,0,95437.09889526844,0,0,21,901,26,777,213,25,22,1,6,3,6,2,0,0,1,0,0,0,3,11,2012.2552808464766,11.489438307046896,4.531685078859309,1
1964,0.0,2,60507.399815843266,0,1,11,478,2,234,29,29,73,3,2,2,7,6,0,0,0,0,0,0,3,11,2013.7874254231158,2.1691601728636263,1.0,1
1981,0.2908614833713261,1,42175.08876675171,1,0,42,66,8,62,2,7,32,2,3,1,3,6,1,0,0,0,0,0,3,11,2013.0,8.963969616400718,13.764493299316129,1
1979,0.7992454265601667,0,72173.49850987234,0,0,33,1115,62,582,91,39,20,1,6,5,6,4,0,0,0,0,0,0,3,11,2013.2007545734398,6.799245426560167,19.003772867199167,1
1959,0.0,0,94572.3492987673,0,0,56,1054,24,806,174,42,147,0,5,7,5,2,0,0,1,0,0,0,3,11,2012.8355027958364,4.480474837472176,3.8355027958364247,1
1947,1.6651734499694881,1,71498.02739691535,0,0,7,454,46,535,97,83,83,2,8,4,5,4,0,0,0,0,0,0,3,11,2012.8325867249848,10.665173449969489,17.669653100061023,1
1956,0.2521294123410682,0,73824.4293174926,0,0,42,746,90,565,0,52,51,1,3,11,7,1,0,0,0,0,0,0,3,11,2013.1260647061706,9.865417644465193,12.117547056806261,1
1963,1.5756855642516483,0,69654.6186488059,0,0,36,521,25,510,30,39,30,2,3,5,5,3,0,0,0,0,0,0,3,11,2012.7878427821258,9.787842782125825,26.727056692754946,1
1982,0.5737419400214099,0,39666.884903280254,1,0,37,104,9,65,15,10,30,2,5,1,2,8,0,0,0,0,0,0,3,11,2012.0,8.57374194002141,9.14748388004282,1
1944,0.0,2,80600.4304732414,0,0,24,517,97,492,238,40,39,1,5,10,5,1,0,0,0,1,0,0,3,11,2013.9343076250493,1.4598466246543813,21.540153375345618,1
1985,1.0,0,89932.0968942275,0,0,31,927,39,503,82,63,15,1,4,4,9,1,0,0,0,0,0,0,3,11,2013.5009459496473,3.001891899294811,27.003783798589623,1
1973,1.0884640596585888,1,72938.37508193891,0,0,38,1080,83,664,78,28,47,1,5,5,8,3,0,0,0,1,0,0,3,11,2013.0,11.08846405965859,21.924983612219172,1
1970,1.424462672256938,0,30532.869795566807,0,0,27,24,1,31,5,2,15,1,3,0,2,8,0,0,0,0,0,0,3,11,2012.7122313361285,7.438843319357655,6.863305991614593,1
1964,0.4764193013014655,0,87632.12377367062,0,0,63,1353,55,391,49,61,38,1,6,8,4,5,0,0,0,0,0,0,3,11,2013.0,5.238209650650733,17.474016637636076,1
1970,2.0,1,38108.14922920155,1,1,68,76,2,34,0,1,67,3,3,1,2,7,0,0,0,0,0,0,3,11,2012.0231792706893,9.907282917242835,15.16225489482504,1
1954,1.7349684632077977,2,81932.4549397633,0,0,43,182,24,465,51,49,29,1,4,5,8,1,0,0,0,0,0,0,3,11,2012.265031536792,11.0,6.734968463207798,1
1954,3.0,2,63445.19870750701,0,0,7,677,66,210,16,27,90,1,9,8,6,6,0,0,0,0,0,0,3,11,2013.5986442821184,2.404745012586057,23.7823756675375,1
1970,1.04666851513702,1,55720.48609179239,0,0,7,516,31,126,5,27,80,3,8,3,8,6,1,0,0,0,0,0,3,11,2012.4766657424316,6.2333425756851,14.03668792407573,1
1972,0.0,2,36722.969242672996,0,0,15,154,9,113,20,13,15,5,6,1,3,9,0,0,0,0,0,0,3,11,2012.1062565689733,10.149947448213533,15.299894896427066,1
1974,0.0,2,83849.81861573218,0,0,62,806,128,501,151,169,39,0,4,7,6,1,0,0,0,0,0,0,3,11,2013.0,8.580548927351295,10.36575178774784,1
1958,2.0,0,55048.77200738135,0,1,3,190,26,199,35,32,19,4,4,2,9,4,0,0,0,0,0,0,3,11,2012.8808168840812,3.9534649273492652,11.787746738779873,1
1975,0.0,3,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,2013.0,10.0,8.0,1
1992,2.729868794113976,0,83234.12889123498,0,0,52,564,30,588,38,99,71,1,5,9,11,5,0,0,1,0,0,0,3,11,2012.0900437352952,8.459737588227952,16.64934397056988,1
1970,1.3362881769321433,0,32243.915707276174,1,0,12,35,2,22,0,2,18,2,2,1,2,5,0,0,0,0,0,0,3,11,2013.6637118230678,3.0088645307964295,19.291965522949994,1
1982,2.006107395822467,0,87188.71456531122,0,0,72,906,110,722,49,74,55,1,9,2,6,2,0,0,0,0,0,0,3,11,2012.9938926041775,6.0183221874674,3.122147916449336,1
1969,1.5078884317982886,2,85779.90502237839,0,0,89,658,68,328,94,4,14,1,4,6,9,1,0,0,0,0,0,0,3,11,2013.0,4.015776863596577,2.7539442158991445,1
1981,2.0,2,73301.86331912415,0,0,49,1055,17,359,20,17,104,1,5,10,5,2,0,0,0,1,0,0,3,11,2013.8604724719694,3.395275280305171,7.395275280305171,1
1961,0.0,0,57098.04073351922,0,0,2,433,26,147,11,1,51,1,7,3,7,5,0,0,0,0,0,0,3,11,2013.8435392551285,5.843539255128407,15.469382234614779,1
1980,0.14006706821047454,0,72084.8390206743,0,0,51,1022,38,544,126,48,31,1,4,5,6,2,0,0,0,0,0,0,3,11,2013.8599329317894,6.140067068210475,22.299664658947627,1
1980,2.9501299929413163,1,14528.79736861957,1,0,70,5,3,9,5,35,34,3,1,1,2,7,0,0,0,0,0,0,3,11,2012.0,10.950129992941317,9.365713385097013,1
1954,2.0,4,48748.73209341463,0,0,33,392,6,145,99,31,42,3,7,6,5,6,0,0,0,0,0,0,3,11,2012.6138218864623,5.089424908300332,7.565027930138205,1
1970,0.0,1,36717.05670534711,0,0,16,172,9,123,20,12,17,5,6,2,4,8,0,0,0,0,0,0,3,11,2012.0,10.958589825225992,16.944786433634654,1
1972,1.958730588203089,0,46867.24748118681,1,1,81,98,1,77,6,1,76,6,4,1,3,8,1,0,0,0,0,0,3,11,2013.9174611764063,3.288885882578378,30.876191764609267,1
1990,0.0,0,95830.53441155117,0,0,40,800,32,855,202,64,23,1,7,3,7,2,0,0,1,0,0,0,3,11,2012.2238562817752,11.104574872899278,3.6715688453255413,1
1959,0.1436338058517439,1,87170.72588681105,0,0,39,265,77,700,55,31,38,1,3,10,5,1,0,0,0,0,0,0,3,11,2013.8563661941482,5.287267611703488,8.287267611703488,1
1973,0.25427659080513465,2,79045.82285415598,0,0,63,583,33,226,188,37,57,1,5,5,4,3,0,0,0,0,0,0,3,11,2012.0,9.017106363220538,27.220063864364057,1
1982,1.1092348720913294,2,42245.9968493366,0,0,66,138,15,84,6,17,62,4,4,1,4,6,1,0,0,0,0,0,3,11,2013.0,3.672295383726012,1.1092348720913294,1
1965,2.0,1,53376.237691698836,0,1,37,668,7,129,10,7,88,8,6,3,7,8,0,0,0,0,0,0,3,11,2012.0,8.559422924708969,20.47538339767174,1
1980,0.0,2,15300.83898392683,1,0,57,1,2,9,3,2,14,2,1,1,2,7,0,0,0,0,0,0,3,11,2012.0,9.522793657695546,15.01066659419677,1
1961,2.391018894844099,2,66088.44013403791,0,0,80,912,10,183,5,0,64,1,9,3,7,5,0,0,0,0,0,0,3,11,2013.0,4.782037789688198,12.775472371102472,1
1977,0.13564799836283836,2,42040.18006368403,1,0,58,226,14,103,3,15,49,5,6,1,5,7,0,0,0,0,0,0,3,11,2012.1356479983629,7.457408006548647,14.829632026194586,1
1961,1.4682297906390556,0,84315.62438815851,0,0,61,248,25,270,88,92,80,0,8,8,4,4,0,0,0,0,0,0,3,11,2013.0,1.7976553140414167,7.722391465526611,1
1966,0.0,1,90339.4139774392,0,0,11,418,75,941,191,38,45,1,4,6,6,1,0,0,0,0,0,0,3,11,2013.6918122649918,6.465501880066754,23.685371709883178,1
1981,0.7579666605638113,1,42195.6244330465,1,0,60,99,10,65,3,16,39,4,3,1,4,6,0,0,0,0,0,0,3,11,2013.0,4.484066678872377,7.534900164777092,1
1973,0.0,2,85773.80551146592,0,0,77,443,45,629,48,74,37,1,4,6,6,1,0,0,0,0,0,0,3,11,2013.6311618430075,1.0,5.155809215036834,1
1968,0.0,1,72782.6819564858,0,0,67,816,111,658,56,53,45,1,5,7,7,3,0,0,0,1,0,0,3,11,2013.0,6.297906353409104,28.074476588352276,1
1981,1.7650099803892818,2,92545.51768454969,0,0,66,945,41,933,29,24,29,1,6,5,11,2,0,0,1,1,0,0,3,11,2013.0,5.352485029416077,3.1149101764964637,1
1971,0.41959942595199373,2,83961.38361888785,0,0,78,740,132,361,169,138,38,0,5,7,5,1,0,0,1,1,0,0,3,11,2013.0,8.11180258321603,7.160801148096013,1
1972,1.586341161583975,2,34836.74944395813,1,0,32,17,0,6,0,0,11,1,1,0,2,7,0,0,0,0,0,0,3,11,2013.0,2.7590234847519257,11.759023484751925,1
1978,2.5824434011315036,1,56441.94589184895,0,0,21,365,14,132,25,4,161,4,7,4,4,7,0,0,0,0,0,0,3,11,2013.1391855329562,3.4175565988684964,25.329773604526014,1
1970,0.4647730698922894,2,70189.39765532262,0,0,30,271,26,488,100,122,43,1,4,5,9,2,0,0,0,0,0,0,3,11,2013.0,4.0,2.0,1
1955,0.0,0,94294.35154808284,0,0,55,1139,30,781,149,55,152,0,5,7,6,2,0,1,1,1,0,0,3,11,2013.150923319726,2.849076680274143,5.2073865578068546,1
1969,0.6919858063418858,0,94164.01832832779,0,0,44,909,52,669,123,74,79,0,6,6,9,3,0,1,1,0,0,0,3,11,2013.3080141936582,4.4219503221966,8.194078065119628,1
1977,1.6535444006447702,0,89601.62202318582,0,0,38,649,39,759,161,138,31,1,7,5,11,2,0,0,0,0,0,0,3,11,2012.6732277996775,4.287405402256695,21.732277996776148,1
1971,1.0,2,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,2013.0,1.0,10.0,1
1964,1.0783219440166032,2,60758.20913063048,0,1,49,786,16,333,47,32,112,3,5,6,5,6,0,0,0,0,0,0,3,11,2012.9216780559834,5.852448748074714,6.391609720083016,1
1979,2.7700746983270217,1,14574.16744429718,1,0,70,5,3,8,5,33,33,3,1,1,2,7,0,0,0,0,0,0,3,11,2012.0,10.923358232775675,9.076641767224325,1
1975,0.6258783358361381,0,39724.46546859112,1,0,19,102,5,66,9,8,23,2,5,1,2,9,0,0,0,0,0,0,3,11,2012.6258783358362,8.0,5.496486656655447,1
1963,2.0,2,55277.43711275174,1,1,65,356,0,93,2,9,27,4,8,1,5,7,0,0,0,0,0,0,3,11,2012.0,7.665387814772924,29.001918277840616,1
1975,0.0,2,83826.02876769294,0,0,77,898,160,433,185,159,27,0,4,7,6,1,1,0,1,1,0,0,3,11,2013.0093729725775,9.962508109690164,8.084356753197131,1
1973,2.3010308495370504,0,89807.90208828125,0,0,38,808,26,756,135,131,47,1,5,5,8,2,0,1,0,1,0,0,3,11,2012.698969150463,7.252577123842626,19.892784053240646,1
1956,0.6741716241663446,0,82367.05692445664,0,0,66,933,53,606,137,106,134,1,3,7,12,1,0,0,1,0,0,0,3,11,2012.0,10.34834324833269,18.34834324833269,1
1958,2.0,0,82778.44333424985,0,0,24,911,31,213,60,58,42,1,7,5,10,3,0,0,0,0,0,0,3,11,2012.3217412798529,10.35651744029414,19.49562208205898,1
1979,0.19434143484806832,0,39698.47960409992,1,0,42,114,14,67,16,11,34,2,6,0,3,8,0,0,0,0,0,0,3,11,2012.194341434848,6.639609956063522,11.109462957569093,1
1975,1.4271000064349983,0,56981.113299504505,0,0,57,665,7,107,9,5,16,5,7,5,8,5,0,0,0,0,0,0,3,11,2012.572899993565,7.427100006434999,7.150949964607509,1
1977,0.0,0,70449.37464801224,0,0,9,380,7,553,148,51,157,1,6,5,7,2,0,0,0,0,0,0,3,11,2013.0,6.955524907783857,19.30862494876881,1
1965,0.0,2,72765.40261134732,0,0,66,780,107,645,65,58,46,1,4,7,7,2,0,0,0,1,0,0,3,11,2013.0,5.766234195302142,27.941558548825537,1
1983,2.940160587912307,0,81691.27803937548,0,0,1,698,44,121,29,158,45,1,7,2,5,4,0,0,0,0,0,0,3,11,2013.019946470696,2.980053529304102,1.4787152967015453,1
1985,0.9107927372927194,0,21324.326393504896,0,0,4,4,14,19,9,3,32,1,3,1,2,7,0,0,0,0,0,0,3,11,2013.6964024209024,4.0,14.679146740146608,1
1956,0.6113621424807829,2,85432.95288372536,0,0,4,1281,16,322,44,52,40,1,2,4,9,1,0,1,1,1,1,0,3,11,2013.6943189287597,3.611362142480783,17.3318271451153,1
1962,2.0,3,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,2013.0,5.0,3.0,1
1962,0.2511545674703599,1,90179.88061069482,0,0,10,387,49,899,204,45,16,1,4,5,7,1,0,0,0,0,0,0,3,11,2013.7488454325296,3.49769086505928,27.24653629758892,1
1983,0.9398797393588909,0,31383.076151659483,1,0,54,3,1,11,0,1,8,1,1,0,2,8,0,0,0,0,0,0,3,11,2012.060120260641,12.0,6.442886255386618,1
1977,1.2112026791179085,0,72228.90676034136,0,0,22,1173,76,606,69,32,13,1,7,4,7,5,0,0,0,0,0,0,3,11,2012.7887973208822,7.211202679117909,16.94398660441046,1
1960,0.0,0,69224.47134697615,0,0,25,790,38,488,102,61,132,1,3,4,5,6,0,0,0,0,0,0,3,11,2012.0,9.538337380048722,18.500807029683312,1
1958,0.1577177062727193,0,36150.818737228,0,0,42,146,42,115,67,51,55,5,3,7,3,4,1,0,0,0,0,0,3,11,2013.0,3.104023943909035,4.8389187129089475,1
1960,2.0,2,57248.893971527184,0,1,64,774,9,267,51,37,116,7,8,3,7,6,0,0,0,0,0,0,3,11,2012.0,9.695091144403444,22.34754557220172,1
1955,0.15673619209116874,1,64122.444391762874,0,1,13,368,56,161,71,47,132,1,6,8,4,5,0,0,0,0,0,0,3,11,2013.0,7.608159519772078,6.764895711863247,1
1970,1.634768279546983,1,37115.77351182731,1,0,12,78,3,32,4,6,12,2,1,1,3,6,0,0,0,0,0,0,3,11,2013.8173841397736,3.0,28.173841397734915,1
1974,2.1207533993679317,2,35894.41471881986,1,0,34,19,0,16,5,1,19,2,1,1,2,5,1,0,0,0,0,0,3,11,2013.879246600632,5.120753399367931,18.637739801896206,1
1978,1.2544378768262,1,96738.42997950806,0,0,47,715,33,479,45,155,38,0,7,6,8,2,0,0,1,1,0,0,3,11,2013.418145958942,6.7455621231738,13.108481302015132,1
1969,2.0,0,84572.51862514752,0,0,4,1344,17,371,24,17,9,1,4,4,7,3,0,1,1,0,0,0,3,11,2013.0,6.260695581260682,8.159536279159544,1
1961,1.3011620057240025,0,26538.266301834003,1,0,35,16,0,21,1,1,4,2,1,0,2,8,0,0,0,0,0,0,3,11,2012.650581002862,6.096513982827992,9.747094985689994,1
1955,1.440901050292354,1,77691.08074073917,0,0,83,1113,84,540,50,49,94,1,7,5,8,3,0,0,0,0,0,0,3,11,2013.0,2.559098949707646,15.290812603508247,1
1952,0.0,3,72580.45141128845,0,0,59,577,75,551,124,89,50,1,3,9,6,2,0,0,0,1,0,0,3,11,2013.10840310002,2.4336124000800465,26.566387599919953,1
1983,1.2458162305757585,0,42005.27928638597,0,0,35,169,57,207,54,42,40,3,5,1,9,6,0,0,0,0,0,0,3,11,2012.6229081152878,3.6396431929848454,12.639643192984845,1
1967,1.6120909018120149,2,72955.39295430889,0,0,20,1087,56,622,116,33,51,1,5,5,8,3,0,0,0,1,0,0,3,11,2013.0,11.612090901812016,18.521409138221905,1
1979,1.011164112690196,2,15026.79376833439,1,0,63,2,2,8,4,14,20,2,1,1,2,7,0,0,0,0,0,0,3,11,2012.0,10.337054704230065,9.662945295769935,1
1963,1.722705990934936,2,78779.80107652239,0,0,31,542,73,121,152,36,28,1,5,9,11,3,0,0,0,0,0,0,3,11,2012.1386470045325,9.277294009065065,15.247823040792788,1
1965,1.5524330184354884,2,42568.92323679721,0,1,23,294,37,156,30,13,153,5,5,6,4,7,0,0,0,0,0,0,3,11,2012.7762165092176,3.014051417040302,8.042154251120905,1
1968,0.13640591921814638,2,43364.92921754784,0,1,76,102,2,54,2,1,29,3,4,0,4,8,0,0,0,0,0,0,3,11,2012.136405919218,8.908752646254829,11.635940807818535,1
1970,0.0,0,93678.92003573503,0,0,18,1220,61,756,81,102,50,0,6,7,11,2,0,0,1,1,0,0,3,11,2013.8669701026768,2.7981793839398525,12.931209281263161,1
1981,0.5628163504165831,2,78744.40726774248,0,0,12,732,109,778,75,70,152,1,4,6,6,2,0,0,0,0,0,0,3,11,2012.0,8.0,8.437183649583417,1
1979,0.0,3,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,2012.0,10.0,10.0,1
1973,2.0,4,48432.0,0,1,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,3,11,2012.0,10.0,18.0,1
1970,0.13785134190387494,2,43368.23641424242,0,1,76,121,4,52,2,1,41,3,4,0,4,7,0,0,0,0,0,0,3,11,2012.1378513419038,10.0,13.413554025711624,1
1965,0.0,1,83014.16367706662,0,0,17,849,58,582,39,33,121,1,6,6,8,2,0,0,1,0,0,0,3,11,2012.9213825558688,3.4717046647870324,4.49373143849227,1
1945,1.635812325584335,2,48810.33705907088,0,0,57,546,14,205,158,50,39,2,6,9,6,6,0,0,0,0,0,0,3,11,2013.0,2.364187674415665,1.9104691860391618,1
1990,0.9884222640430875,0,91161.59161537474,0,0,93,168,29,818,1,28,56,0,4,3,7,2,0,0,1,1,0,0,3,11,2013.0,3.104199623612212,26.849489432560137,1
1955,0.0,2,80598.63633825746,0,0,23,816,128,150,169,31,191,1,5,8,6,3,0,0,1,1,0,0,3,11,2013.0,7.216071565615912,16.306547390640148,1
1972,0.08145051181771046,0,32299.626518666886,0,0,25,134,19,51,31,17,83,2,6,1,2,9,0,0,0,0,0,0,3,11,2012.0,8.0,18.75564846454687,1
1978,1.2648691031697976,2,82036.0071176806,0,0,60,1439,40,299,48,23,140,1,4,3,10,4,0,0,1,0,0,0,3,11,2012.2648691031698,7.410785380981213,29.264869103169797,1
1966,0.44859636431803596,0,82269.69992766128,0,0,38,1023,50,192,32,130,47,1,3,5,10,3,0,0,0,0,0,0,3,11,2012.448596364318,7.102807271363928,12.822458170911425,1
1979,0.0,0,96870.65889577822,0,0,75,833,47,769,40,165,20,1,6,7,9,2,0,0,1,0,0,0,3,11,2013.0,7.352593427663347,8.751477932430774,1
1979,0.6600769917219487,2,82631.83581287501,0,0,45,576,96,507,125,39,174,1,5,7,7,1,0,0,0,0,0,0,3,11,2013.669961504139,6.990115487582923,7.990115487582923,1
1982,1.9737504045437106,0,88017.82715278001,0,0,33,883,68,482,165,66,36,1,9,10,10,4,1,0,0,1,0,0,3,11,2013.6579168015146,4.368332793941719,21.736665587883437,1
1982,0.5225442883966589,0,72754.59742209535,0,0,55,1123,129,724,7,19,28,1,7,4,8,5,0,0,0,0,0,0,3,11,2012.7387278558017,9.47745571160334,24.81964569282673,1
1988,0.996962136959035,0,90247.07898443907,0,0,27,1182,32,353,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,2013.996962136959,4.02430290432772,28.954432054385528,1
1962,0.0,0,57101.870828678344,0,0,4,416,37,193,13,2,58,1,7,3,7,5,0,0,0,0,0,0,3,11,2013.75842602937,5.758426029370055,15.724721911889835,1
1961,0.6672248289241032,3,79591.15862854675,0,0,43,1064,26,525,85,30,192,1,5,9,5,2,0,0,1,1,0,0,3,11,2012.333612414462,6.331100684303587,18.996651026455382,1
1975,0.0,0,21499.520472856308,1,0,37,12,1,19,5,2,14,2,2,0,3,8,0,0,0,0,0,0,3,11,2012.5086696753276,6.456651623362034,11.647384480569084,1
1971,1.0613712211006323,2,81709.12976052101,0,0,39,174,23,435,28,42,47,1,4,6,9,1,0,0,0,0,0,0,3,11,2012.9386287788993,6.776170494952845,15.44765901009431,1
1980,0.20969503999058903,2,82024.16121984004,0,0,74,258,90,589,46,65,90,1,3,2,6,1,0,0,1,0,0,0,3,11,2012.8951524800048,5.6290851199717675,25.798202080098815,1
1949,2.0,2,46281.57382499389,0,1,8,83,14,74,23,19,37,4,3,1,5,6,0,0,0,0,0,0,3,11,2012.635253723416,8.411865691459793,28.682373138291958,1
1971,0.5693816057816846,0,89940.25565084639,0,0,21,507,48,795,179,73,15,1,5,5,9,1,0,0,0,0,0,0,3,11,2013.4306183942183,2.8612367884366305,26.291855182654945,1
1970,0.7661201928434282,0,68221.62568505463,0,0,34,1124,75,376,34,49,58,1,3,7,9,6,0,0,0,0,0,0,3,11,2012.0,9.149180289265143,8.149180289265143,1
1982,0.571216776395989,0,21783.805676664226,1,0,40,56,5,36,2,3,44,3,4,0,2,9,0,0,0,0,0,0,3,11,2012.0,10.713650329187967,17.851636186295714,1
1954,0.0,1,50495.290372724354,0,1,9,296,0,37,12,0,146,6,5,3,4,6,0,0,0,0,0,0,3,11,2013.0505276750057,5.949472324994263,18.50527675005737,1
1972,1.0248492496257409,2,35647.26201090569,1,0,11,62,3,67,8,8,27,2,3,1,3,7,0,0,0,0,0,0,3,11,2013.0,6.98757537518713,14.02484924962574,1
1983,0.0,0,101859.73761787647,0,0,68,716,27,120,43,70,164,0,6,8,12,2,0,0,1,0,0,0,3,11,2013.0,3.021506218475431,12.236568403229745,1
1971,0.0,2,80144.62491548428,0,0,39,1201,17,277,107,0,78,1,5,3,5,5,0,0,0,1,0,0,3,11,2013.0233514626027,4.906594149588728,20.046702925205636,1
1975,0.0,2,100308.47299688218,0,0,35,471,104,563,35,181,95,1,6,8,11,2,0,1,1,1,0,0,3,11,2013.0,5.639289548224085,5.409822387056021,1
1966,1.9366693076840238,0,69738.4175249973,0,0,37,463,20,512,16,29,3,2,4,6,5,3,0,0,0,0,0,0,3,11,2012.968334653842,10.031665346157988,27.398358422998225,1
1958,1.2768257171851582,1,85160.77828167127,0,0,2,1265,16,335,43,35,28,1,2,4,9,2,0,1,1,1,1,0,3,11,2013.3615871414074,4.276825717185158,13.33904569688905,1
1979,0.3592905157292313,2,82063.56384868827,0,0,71,301,92,634,66,77,93,1,3,2,6,1,0,0,0,0,0,0,3,11,2012.880236494757,5.718581031458463,25.365202884652305,1
1985,0.015109416507272933,0,26572.89249667167,1,0,39,9,0,8,0,0,9,1,1,0,2,8,0,0,0,0,0,0,3,11,2012.0050364721692,9.959708222647272,13.005036472169092,1
1968,0.43933646129649184,3,85024.13434658814,0,0,19,304,97,382,112,147,172,1,4,4,6,1,0,0,0,0,0,0,3,11,2013.7803317693517,5.780331769351754,13.144313001572803,1
1962,0.45027696703563946,3,26920.927988570733,0,0,57,5,20,25,13,18,12,1,2,0,3,8,0,0,0,0,0,0,3,11,2012.2251384835179,7.874307582410902,15.748615164821803,1
1965,1.9184268271995883,0,69743.21559106313,0,0,36,474,20,504,13,29,1,2,4,5,5,3,0,0,0,0,0,0,3,11,2013.0,9.673707308798352,27.632920722398147,1
1954,2.0,1,48630.306377194465,0,0,61,415,45,224,116,49,41,2,6,6,8,5,0,0,0,0,0,0,3,11,2012.5512801937775,6.038478256002524,4.589758449780021,1
1952,0.3474265008434434,0,91409.85846989052,0,0,71,1307,25,336,78,80,34,0,7,8,7,3,0,0,1,0,0,0,3,11,2012.3474265008435,10.0,18.95772049746967,1
1960,0.0,0,36951.23082892602,0,1,43,215,5,80,11,6,67,5,5,1,5,7,0,0,0,0,0,0,3,11,2012.4234506258545,5.88274687072773,15.964154380981178,1
1949,0.8204533970959101,3,78439.92735540909,0,0,31,961,28,518,156,27,130,2,4,6,8,3,0,0,0,0,0,0,3,11,2012.179546602904,10.17954660290409,23.82045339709591,1
1979,0.0,3,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,2012.0,10.0,10.0,1
1970,1.8699418595461847,2,87752.5030236197,0,0,21,242,10,489,27,131,77,1,5,4,8,5,0,0,1,0,0,0,3,11,2012.0,8.434970929773092,20.174854648865463,1
1977,0.0,0,95076.9700523792,0,0,42,904,27,850,214,34,82,0,6,4,6,2,0,0,1,0,0,0,3,11,2012.3947859804548,8.446926175906366,3.394785980454848,1
1963,0.2297231823987027,2,87402.21031052363,0,0,32,204,58,641,38,48,46,1,3,9,5,2,0,0,0,0,0,0,3,11,2013.5405536352025,5.689169547196109,10.297231823987026,1
1972,0.0,1,73784.97103078096,0,0,23,627,128,549,113,34,115,1,3,9,8,1,0,0,0,0,0,0,3,11,2013.0,11.0,20.83138799163699,1
1954,2.3286293638001854,2,82129.14022855317,0,0,26,429,45,735,171,129,57,1,5,7,11,2,0,0,0,0,0,0,3,11,2012.3356853180999,11.0,6.0,1
1976,2.0,2,73209.73524924114,0,0,37,1065,22,423,54,22,90,1,5,8,6,2,0,0,0,1,0,0,3,11,2013.6230289928894,5.76971007110458,9.76971007110458,1
1964,0.0,2,59997.87799316889,0,1,68,232,19,105,12,108,117,3,4,2,6,5,0,0,0,0,0,0,3,11,2012.5785954760827,8.817724881544668,1.0,1
1981,0.0,0,39658.00006705908,1,0,36,139,12,79,19,13,36,3,6,1,3,8,0,0,0,0,0,0,3,11,2012.0,8.07407159040433,8.185178976010823,1
1971,1.0793037045200389,0,94807.62670402412,0,0,29,1204,22,605,130,31,89,0,4,5,4,1,0,0,1,1,0,0,3,11,2013.0,6.777562965820136,6.698259261300097,1
1955,1.0,1,43779.73275396036,0,1,9,203,3,67,3,2,37,5,5,2,4,7,0,0,0,0,0,0,3,11,2013.0,3.5716858780467344,5.553989551825944,1
1943,2.0,3,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,2013.0,2.0,1.0,1
1965,1.5212923411950348,1,65745.1895796699,0,1,44,827,5,224,6,9,35,2,6,3,5,5,0,0,0,0,0,0,3,11,2013.0,7.350953611634758,8.265784246854619,1
